DATE,UPI APP,VOL(Million),VOL(Cr),Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
30/09/2022,Bajaj Finserv,3.29,23481.00%,-,-,-,-,-,-,3.29,234.81
30/09/2022,Bajaj Markets,0.01,138.00%,-,-,-,-,-,-,0.01,1.38
30/09/2022,Bandhan Bank Apps,0.01,188.00%,-,-,-,-,-,-,0.01,1.88
30/09/2022,Bank of Baroda Apps,1.11,44384.00%,-,-,0,0.00%,-,-,1.11,443.85
30/09/2022,Bank of India Apps,0.18,5459.00%,-,-,-,-,-,-,0.18,54.59
30/09/2022,Bank of Maharashtra Apps,0.07,1723.00%,-,-,-,-,-,-,0.07,17.23
30/09/2022,BHIM,25.17,830865.00%,-,-,-,-,-,-,25.17,"8,308.65"
30/09/2022,Canara Bank Apps,0.78,20718.00%,-,-,0,0.00%,-,-,0.78,207.18
30/09/2022,Central Bank of India Apps,0.28,6837.00%,-,-,0,1.00%,-,-,0.28,68.38
30/09/2022,Citi Bank Apps,0.1,6700.00%,-,-,0,0.00%,-,-,0.1,67
30/09/2022,City Union Bank Apps,0.04,1245.00%,-,-,-,-,-,-,0.04,12.45
30/09/2022,Cointab,0.04,1935.00%,-,-,-,-,-,-,0.04,19.35
30/09/2022,Cred,14.96,1923792.00%,-,-,-,-,-,-,14.96,"19,237.92"
30/09/2022,DBS Digibank Apps,0.43,17691.00%,-,-,-,-,-,-,0.43,176.91
30/09/2022,Deutsche Bank Apps,1.58,9843.00%,-,-,0,1.00%,-,-,1.58,98.43
30/09/2022,Dhanlaxmi Bank Apps,0.01,287.00%,-,-,-,-,-,-,0.01,2.87
30/09/2022,Equitas Small Finance Bank Apps,0.02,876.00%,-,-,-,-,-,-,0.02,8.76
30/09/2022,Fave,0.08,440.00%,-,-,-,-,-,-,0.08,4.4
30/09/2022,Federal Bank Apps,3.84,54995.00%,-,-,0,0.00%,-,-,3.84,549.95
30/09/2022,Fino Payments bank Apps,0.08,566.00%,-,-,-,-,-,-,0.08,5.66
30/09/2022,GoIbibo,0.01,358.00%,-,-,-,-,-,-,0.01,3.58
30/09/2022,Google Pay,"2,296.14",38799614.00%,-,-,-,-,-,-,"2,296.14","387,996.14"
30/09/2022,Groww,0.11,6803.00%,-,-,-,-,-,-,0.11,68.03
30/09/2022,HDFC Bank Apps,10.98,268610.00%,-,-,-,-,-,-,10.98,"2,686.10"
30/09/2022,HSBC Bank Apps,0.12,7014.00%,0.00%,43.00%,0,0.00%,-,-,0.12,70.56
30/09/2022,ICICI Bank Apps,26.54,686250.00%,484.00%,36684.00%,3.45,317247.00%,-,-,34.84,"10,401.81"
30/09/2022,IDBI Bank Apps,0.05,2418.00%,-,-,-,-,-,-,0.05,24.18
30/09/2022,IDFC Bank Apps,11.53,82451.00%,-,-,0,1.00%,-,-,11.53,824.52
30/09/2022,India Post Payments Bank Apps,5.22,57275.00%,-,-,-,-,-,-,5.22,572.75
30/09/2022,Indian Bank Apps,0.21,6362.00%,-,-,0,196.00%,-,-,0.21,65.58
30/09/2022,Indian Overseas Bank Apps,0.02,479.00%,-,-,-,-,-,-,0.02,4.79
30/09/2022,IndusInd Bank Apps,1.04,143951.00%,-,-,-,-,-,-,1.04,"1,439.51"
30/09/2022,Janata Sahakari Bank Apps,0.01,442.00%,-,-,-,-,-,-,0.01,4.42
30/09/2022,Jio Payments Bank Apps,1.4,9036.00%,-,-,-,-,-,-,1.4,90.36
30/09/2022,Jupiter,2.09,25971.00%,-,-,-,-,-,-,2.09,259.71
30/09/2022,Karnataka Bank Apps,0.4,6384.00%,-,-,-,-,-,-,0.4,63.84
30/09/2022,Karur Vysya Bank Apps,0.04,1674.00%,-,-,-,-,-,-,0.04,16.74
30/09/2022,Kotak Mahindra Bank Apps,10.52,223060.00%,-,-,0,0.00%,-,-,10.52,"2,230.61"
30/09/2022,MakeMyTrip,0.1,4783.00%,-,-,-,-,-,-,0.1,47.83
30/09/2022,MI Pay,0.03,387.00%,-,-,-,-,-,-,0.03,3.87
30/09/2022,Mobikwik,3.04,63271.00%,-,-,-,-,-,-,3.04,632.71
30/09/2022,NSDL Payments Bank Apps,0.02,279.00%,-,-,-,-,-,-,0.02,2.79
31/10/2022,Airtel Payments Bank Apps,9.44,77504.00%,-,-,0,0.00%,0,0.14,9.44,775.19
31/10/2022,Allahabad Bank Apps,0.03,933.00%,-,-,-,-,-,-,0.03,9.33
31/10/2022,Amazon Pay,56.42,606050.00%,-,-,-,-,-,-,56.42,"6,060.50"
31/10/2022,AU Small Finance Bank Apps,0.54,16199.00%,-,-,-,-,-,-,0.54,161.99
31/10/2022,Axis Bank Apps,7.83,150228.00%,5213.00%,5148.00%,0.03,209.00%,-,-,59.99,"1,555.84"
31/10/2022,Bajaj Finserv,4.12,47271.00%,-,-,-,-,-,-,4.12,472.71
31/10/2022,Bank of Baroda Apps,1.23,46623.00%,-,-,0,0.00%,-,-,1.23,466.23
31/10/2022,Bank of India Apps,0.2,5997.00%,-,-,-,-,-,-,0.2,59.97
31/10/2022,Bank of Maharashtra Apps,0.07,2010.00%,-,-,-,-,-,-,0.07,20.1
31/10/2022,BHIM,25.49,852317.00%,-,-,-,-,-,-,25.49,"8,523.17"
31/10/2022,Canara Bank Apps,0.81,21907.00%,-,-,-,-,-,-,0.81,219.07
31/10/2022,Central Bank of India Apps,0.3,7164.00%,-,-,0,2.00%,-,-,0.3,71.66
31/10/2022,Citi Bank Apps,0.09,6683.00%,-,-,0,0.00%,-,-,0.09,66.83
31/10/2022,City Union Bank Apps,0.04,1285.00%,-,-,-,-,-,-,0.04,12.85
31/10/2022,Cointab,0.03,1167.00%,-,-,-,-,-,-,0.03,11.67
31/10/2022,Cred,21.28,2025970.00%,-,-,-,-,-,-,21.28,"20,259.70"
31/10/2022,DBS Digibank Apps,0.43,17926.00%,-,-,0,0.00%,-,-,0.43,179.26
31/10/2022,Deutsche Bank Apps,1.25,11193.00%,-,-,0,1.00%,-,-,1.26,111.93
31/10/2022,Dhanlaxmi Bank Apps,0.01,321.00%,-,-,-,-,-,-,0.01,3.21
31/10/2022,Equitas Small Finance Bank Apps,0.02,828.00%,-,-,-,-,-,-,0.02,8.28
31/10/2022,Fampay PPI,4.06,5679.00%,-,-,0,1.00%,-,-,4.06,56.79
31/10/2022,Fave,0.04,253.00%,-,-,-,-,-,-,0.04,2.53
31/10/2022,Federal Bank Apps,4.19,57492.00%,-,-,0,0.00%,-,-,4.19,574.92
31/10/2022,Fino Payments bank Apps,0.09,646.00%,-,-,-,-,-,-,0.09,6.46
31/10/2022,GoIbibo,0.01,184.00%,-,-,-,-,-,-,0.01,1.84
31/10/2022,Google Pay,"2,496.42","4,20,978.38",-,-,-,-,-,-,"2,496.42","4,20,978.38"
31/10/2022,HDFC Bank Apps,11.96,299727.00%,-,-,0,3.00%,-,-,11.96,"2,997.29"
31/10/2022,HSBC Bank Apps,0.14,7742.00%,0.00%,38.00%,0,0.00%,-,-,0.14,77.8
31/10/2022,ICICI Bank Apps,31.22,807399.00%,504.00%,38141.00%,5.34,607412.00%,-,-,41.61,"14,529.52"
31/10/2022,IDBI Bank Apps,0.06,2592.00%,-,-,-,-,-,-,0.06,25.92
31/10/2022,IDFC Bank Apps,9.98,88844.00%,-,-,0,0.00%,-,-,9.98,888.45
31/10/2022,India Post Payments Bank Apps,4.7,63043.00%,-,-,-,-,-,-,4.7,630.43
31/10/2022,Indian Bank Apps,0.23,6897.00%,-,-,-,-,-,-,0.23,68.97
31/10/2022,Indian Overseas Bank Apps,0.01,472.00%,-,-,-,-,-,-,0.01,4.72
31/10/2022,IndusInd Bank Apps,1.15,151668.00%,-,-,-,-,-,-,1.15,"1,516.68"
31/10/2022,Janata Sahakari Bank Apps,0.01,480.00%,-,-,-,-,-,-,0.01,4.8
31/10/2022,Jio Payments Bank Apps,1.38,9887.00%,-,-,-,-,-,-,1.38,98.87
31/10/2022,Jupiter,2.18,28043.00%,-,-,-,-,-,-,2.18,280.43
31/10/2022,Karnataka Bank Apps,0.43,7662.00%,-,-,-,-,-,-,0.43,76.62
31/10/2022,Karur Vysya Bank Apps,0.04,1762.00%,-,-,-,-,-,-,0.04,17.62
31/10/2022,Kotak Mahindra Bank Apps,11.46,242665.00%,-,-,0,0.00%,-,-,11.46,"2,426.65"
31/10/2022,MakeMyTrip,0.07,3185.00%,-,-,-,-,-,-,0.07,31.85
31/10/2022,Mobikwik,3.28,70812.00%,-,-,-,-,-,-,3.28,708.12
31/10/2022,NSDL Payments Bank Apps,0.02,313.00%,-,-,-,-,-,-,0.02,3.13
31/10/2022,Paytm Payments Bank App,995.34,"1,12,062.51",490.00%,1436.00%,0.43,54132.00%,108.92,"21,002.36","1,109.60","1,33,620.54"
31/10/2022,PhonePe,"3,452.87","5,93,759.02",-,-,-,-,-,-,"3,452.87","5,93,759.02"
31/10/2022,Punjab National Bank Apps,0.15,6277.00%,-,-,-,-,-,-,0.15,62.77
31/10/2022,Punjab Sind Bank Apps,0.02,805.00%,-,-,-,-,-,-,0.02,8.05
31/10/2022,RBL Bank Apps,1.07,24344.00%,0.00%,1.00%,0.01,171.00%,-,-,1.08,245.16
31/10/2022,Samsung Pay,5.09,55433.00%,-,-,-,-,-,-,5.09,554.33
30/11/2022,Airtel Payments Bank Apps,8.73,67100.00%,-,-,0,0.00%,0,0.09,8.73,671.09
30/11/2022,Allahabad Bank Apps,0.03,898.00%,-,-,-,-,-,-,0.03,8.98
30/11/2022,Amazon Pay,59.76,587336.00%,-,-,-,-,-,-,59.76,"5,873.36"
30/11/2022,Andhra Bank Apps,0.01,153.00%,-,-,-,-,-,-,0.01,1.53
30/11/2022,AU Small Finance Bank Apps,0.53,16030.00%,-,-,0,0.00%,-,-,0.53,160.3
30/11/2022,Axis Bank Apps,6.16,106161.00%,7159.00%,5735.00%,0.03,228.00%,-,-,77.77,"1,121.24"
30/11/2022,Bajaj Finserv,3.9,46441.00%,-,-,-,-,-,-,3.9,464.41
30/11/2022,Bandhan Bank Apps,0.01,121.00%,-,-,-,-,-,-,0.01,1.21
30/11/2022,Bank of Baroda Apps,1.26,45580.00%,-,-,0,0.00%,-,-,1.26,455.8
30/11/2022,Bank of India Apps,0.2,5787.00%,-,-,-,-,-,-,0.2,57.87
30/11/2022,Bank of Maharashtra Apps,0.07,1829.00%,-,-,-,-,-,-,0.07,18.29
30/11/2022,BHIM,25.01,814483.00%,-,-,-,-,-,-,25.01,"8,144.83"
30/11/2022,Canara Bank Apps,0.86,23251.00%,-,-,-,-,-,-,0.86,232.51
30/11/2022,Central Bank of India Apps,0.27,6329.00%,-,-,0,2.00%,-,-,0.27,63.31
30/11/2022,Citi Bank Apps,0.13,6076.00%,-,-,0,0.00%,-,-,0.13,60.76
30/11/2022,City Union Bank Apps,0.04,1258.00%,-,-,-,-,-,-,0.04,12.58
30/11/2022,Cointab,0.03,1387.00%,-,-,-,-,-,-,0.03,13.87
30/11/2022,Cred,25.63,1859972.00%,-,-,-,-,-,-,25.63,"18,599.72"
30/11/2022,DBS Digibank Apps,0.4,16955.00%,-,-,0,0.00%,-,-,0.41,169.55
30/11/2022,Deutsche Bank Apps,1.3,10420.00%,-,-,0,1.00%,-,-,1.3,104.21
30/11/2022,Dhanlaxmi Bank Apps,0.01,275.00%,-,-,-,-,-,-,0.01,2.75
30/11/2022,Equitas Small Finance Bank Apps,0.02,982.00%,-,-,-,-,-,-,0.02,9.82
30/11/2022,Fampay PPI,4.88,6475.00%,-,-,0,0.00%,-,-,4.88,64.75
30/11/2022,Fave,0.05,283.00%,-,-,-,-,-,-,0.05,2.83
30/11/2022,Federal Bank Apps,4.11,55397.00%,-,-,0,0.00%,-,-,4.11,553.97
30/11/2022,Fino Payments bank Apps,0.1,661.00%,-,-,-,-,-,-,0.1,6.61
30/11/2022,Google Pay,"2,541.14",40971475.00%,-,-,-,-,-,-,"2,541.14","409,714.75"
30/11/2022,Groww,0.05,3646.00%,-,-,-,-,-,-,0.05,36.46
30/11/2022,HDFC Bank Apps,10.66,275827.00%,-,-,0,18.00%,-,-,10.66,"2,758.45"
30/11/2022,HSBC Bank Apps,0.12,7251.00%,0.00%,6.00%,0,0.00%,-,-,0.12,72.58
30/11/2022,ICICI Bank Apps,33.4,782907.00%,432.00%,33450.00%,6.36,658724.00%,-,-,44.07,"14,750.80"
30/11/2022,IDBI Bank Apps,0.06,2478.00%,-,-,-,-,-,-,0.06,24.78
30/11/2022,IDFC Bank Apps,10.46,89521.00%,-,-,0.01,816.00%,-,-,10.47,903.37
30/11/2022,India Post Payments Bank Apps,4.66,58914.00%,-,-,-,-,-,-,4.66,589.14
30/11/2022,Indian Bank Apps,0.23,6720.00%,-,-,-,-,-,-,0.23,67.2
30/11/2022,Indian Overseas Bank Apps,0.01,248.00%,-,-,-,-,-,-,0.01,2.48
30/11/2022,IndusInd Bank Apps,1.2,122413.00%,-,-,-,-,-,-,1.2,"1,224.13"
30/11/2022,Janata Sahakari Bank Apps,0.01,399.00%,-,-,-,-,-,-,0.01,3.99
30/11/2022,Jio Payments Bank Apps,1.31,9623.00%,-,-,-,-,-,-,1.31,96.23
30/11/2022,Jupiter,2.16,27552.00%,-,-,-,-,-,-,2.16,275.52
30/11/2022,Karnataka Bank Apps,0.4,7482.00%,-,-,-,-,-,-,0.4,74.82
30/11/2022,Karur Vysya Bank Apps,0.04,1623.00%,-,-,-,-,-,-,0.04,16.23
30/11/2022,Kotak Mahindra Bank Apps,10.93,230490.00%,-,-,0,0.00%,-,-,10.93,"2,304.90"
30/11/2022,MakeMyTrip,0.02,769.00%,-,-,-,-,-,-,0.02,7.69
30/11/2022,Mobikwik,3.46,76267.00%,-,-,-,-,-,-,3.46,762.67
30/11/2022,NSDL Payments Bank Apps,0.02,270.00%,-,-,-,-,-,-,0.02,2.7
30/11/2022,Paytm Payments Bank App,973.85,10900843.00%,412.00%,1481.00%,0.37,49176.00%,103.13,"19,290.91","1,081.47","128,805.91"
30/11/2022,PhonePe,"3,418.75",59132761.00%,-,-,-,-,-,-,"3,418.75","591,327.61"
31/12/2022,Airtel Payments Bank Apps,8.69,68155.00%,-,-,0,0.00%,0,0.12,8.7,681.67
31/12/2022,Allahabad Bank Apps,0.03,975.00%,-,-,-,-,-,-,0.03,9.75
31/12/2022,Amazon Pay,69.61,662166.00%,-,-,-,-,-,-,69.61,"6,621.66"
31/12/2022,AU Small Finance Bank Apps,0.58,17747.00%,-,-,-,-,-,-,0.58,177.47
31/12/2022,Axis Bank Apps,7.26,124636.00%,5827.00%,5630.00%,0.03,244.00%,-,-,65.56,"1,305.09"
31/12/2022,Bajaj Finserv,4.56,64771.00%,-,-,-,-,-,-,4.56,647.71
31/12/2022,Bandhan Bank Apps,0.01,153.00%,-,-,-,-,-,-,0.01,1.53
31/12/2022,Bank of Baroda Apps,1.02,39756.00%,-,-,0,0.00%,-,-,1.02,397.56
31/12/2022,Bank of India Apps,0.22,6432.00%,-,-,-,-,-,-,0.22,64.32
31/12/2022,Bank of Maharashtra Apps,0.08,1991.00%,-,-,-,-,-,-,0.08,19.91
31/12/2022,BHIM,25.5,840004.00%,-,-,-,-,-,-,25.5,"8,400.04"
31/12/2022,Canara Bank Apps,1.02,27570.00%,-,-,-,-,-,-,1.02,275.7
31/12/2022,Central Bank of India Apps,0.26,6028.00%,-,-,0,5.00%,-,-,0.26,60.32
31/12/2022,Citi Bank Apps,0.09,6838.00%,-,-,0,0.00%,-,-,0.09,68.38
31/12/2022,City Union Bank Apps,0.05,1438.00%,-,-,-,-,-,-,0.05,14.38
31/12/2022,Cointab,0.05,1898.00%,-,-,-,-,-,-,0.05,18.98
31/12/2022,Cred,31.42,1962229.00%,-,-,-,-,-,-,31.42,"19,622.29"
31/12/2022,DBS Digibank Apps,0.41,17159.00%,-,-,-,-,-,-,0.41,171.59
31/12/2022,Deutsche Bank Apps,1.28,10447.00%,-,-,0,1.00%,-,-,1.28,104.49
31/12/2022,Dhanlaxmi Bank Apps,0.01,316.00%,-,-,-,-,-,-,0.01,3.16
31/12/2022,Equitas Small Finance Bank Apps,0.02,1169.00%,-,-,-,-,-,-,0.02,11.69
31/12/2022,Fampay PPI,9.7,12718.00%,-,-,0,1.00%,-,-,9.7,127.19
31/12/2022,Fave,0.08,501.00%,-,-,-,-,-,-,0.08,5.01
31/12/2022,Federal Bank Apps,4.57,59517.00%,-,-,0,1.00%,-,-,4.57,595.18
31/12/2022,Fino Payments bank Apps,0.11,749.00%,-,-,-,-,-,-,0.11,7.49
31/12/2022,Google Pay,"2,712.34",44037099.00%,-,-,-,-,-,-,"2,712.34","440,370.99"
31/12/2022,Groww,0.21,15302.00%,-,-,-,-,-,-,0.21,153.02
31/12/2022,HDFC Bank Apps,11.81,314308.00%,-,-,0,15.00%,-,-,11.81,"3,143.24"
31/12/2022,HSBC Bank Apps,0.15,7859.00%,0.00%,5.00%,0,0.00%,-,-,0.15,78.63
31/12/2022,ICICI Bank Apps,36.74,881595.00%,517.00%,41868.00%,6.38,689051.00%,-,-,48.29,"16,125.15"
31/12/2022,IDBI Bank Apps,0.07,2950.00%,-,-,-,-,-,-,0.07,29.5
31/12/2022,IDFC Bank Apps,9.55,118460.00%,-,-,0.16,13838.00%,-,-,9.7,"1,322.98"
31/12/2022,India Post Payments Bank Apps,5.55,68259.00%,-,-,-,-,-,-,5.55,682.59
31/12/2022,Indian Bank Apps,0.25,7371.00%,-,-,0,0.00%,-,-,0.25,73.71
31/12/2022,Indian Overseas Bank Apps,0.01,290.00%,-,-,-,-,-,-,0.01,2.9
31/12/2022,IndusInd Bank Apps,1.26,106240.00%,-,-,-,-,-,-,1.26,"1,062.40"
31/12/2022,Janata Sahakari Bank Apps,0.01,458.00%,-,-,-,-,-,-,0.01,4.58
31/12/2022,Jio Payments Bank Apps,1.48,10471.00%,-,-,-,-,-,-,1.48,104.71
31/12/2022,Jupiter,2.53,31803.00%,-,-,-,-,-,-,2.53,318.03
31/12/2022,Karnataka Bank Apps,0.48,9109.00%,-,-,-,-,-,-,0.48,91.09
31/12/2022,Karur Vysya Bank Apps,0.04,1487.00%,-,-,-,-,-,-,0.04,14.87
31/12/2022,Kotak Mahindra Bank Apps,11.53,248017.00%,-,-,0,1.00%,-,-,11.53,"2,480.18"
31/12/2022,MakeMyTrip,0.1,5230.00%,-,-,-,-,-,-,0.1,52.3
31/12/2022,Mobikwik,3.62,80682.00%,-,-,-,-,-,-,3.62,806.82
31/12/2022,NSDL Payments Bank Apps,0.02,295.00%,-,-,-,-,-,-,0.02,2.95
31/12/2022,Paytm Payments Bank App,"1,054.05",11806981.00%,608.00%,1686.00%,0.43,58052.00%,109.79,"20,154.47","1,170.34","138,821.66"
31/12/2022,PhonePe,"3,674.24",63934878.00%,-,-,-,-,-,-,"3,674.24","639,348.78"
31/12/2022,Punjab National Bank Apps,0.22,7670.00%,-,-,-,-,-,-,0.22,76.7
31/12/2022,Punjab Sind Bank Apps,0.03,1048.00%,-,-,-,-,-,-,0.03,10.48
31/12/2022,RBL Bank Apps,0.92,21440.00%,0.00%,1.00%,0.18,89.00%,-,-,1.1,215.3
31/01/2023,Airtel Payments Bank Apps,9.77,83452.00%,-,-,0,2.00%,0,0.1,9.77,834.63
31/01/2023,Allahabad Bank Apps,0.03,917.00%,-,-,-,-,-,-,0.03,9.17
31/01/2023,Amazon Pay,57.75,579703.00%,-,-,-,-,-,-,57.75,"5,797.03"
31/01/2023,AU Small Finance Bank Apps,0.58,18145.00%,-,-,-,-,-,-,0.58,181.45
31/01/2023,Axis Bank Apps,8.24,141965.00%,4800.00%,4347.00%,0.03,451.00%,-,-,56.28,"1,467.64"
31/01/2023,Bajaj Finserv,5.01,81240.00%,-,-,-,-,-,-,5.01,812.4
31/01/2023,Bajaj Markets,0.01,50.00%,-,-,-,-,-,-,0.01,0.5
31/01/2023,Bandhan Bank Apps,0.01,147.00%,-,-,-,-,-,-,0.01,1.47
31/01/2023,Bank of Baroda Apps,1.1,42346.00%,-,-,0,0.00%,-,-,1.1,423.46
31/01/2023,Bank of India Apps,0.24,7034.00%,-,-,-,-,-,-,0.24,70.34
31/01/2023,Bank of Maharashtra Apps,0.08,2039.00%,-,-,-,-,-,-,0.08,20.39
31/01/2023,BHIM,24.96,816465.00%,-,-,-,-,-,-,24.96,"8,164.65"
31/01/2023,Canara Bank Apps,1.08,28929.00%,-,-,-,-,-,-,1.08,289.29
31/01/2023,Central Bank of India Apps,0.31,6865.00%,-,-,0,2.00%,-,-,0.31,68.68
31/01/2023,Citi Bank Apps,0.12,7181.00%,-,-,0,0.00%,-,-,0.12,71.81
31/01/2023,City Union Bank Apps,0.05,1551.00%,-,-,-,-,-,-,0.05,15.51
31/01/2023,Cointab,0.05,2116.00%,-,-,-,-,-,-,0.05,21.16
31/01/2023,Cred,35.18,1910682.00%,-,-,-,-,-,-,35.18,"19,106.82"
31/01/2023,DBS Digibank Apps,0.41,17402.00%,-,-,-,-,-,-,0.41,174.02
31/01/2023,Deutsche Bank Apps,1.3,13172.00%,-,-,0.02,1858.00%,-,-,1.31,150.29
31/01/2023,Dhanlaxmi Bank Apps,0.01,276.00%,-,-,-,-,-,-,0.01,2.76
31/01/2023,Equitas Small Finance Bank Apps,0.02,1302.00%,-,-,-,-,-,-,0.02,13.02
31/01/2023,Eroute,0.08,229.00%,-,-,-,-,-,-,0.08,2.29
31/01/2023,Fampay PPI,12.8,17563.00%,-,-,0,1.00%,-,-,12.8,175.64
31/01/2023,Fave,0.11,787.00%,-,-,-,-,-,-,0.11,7.87
31/01/2023,Federal Bank Apps,4.72,60460.00%,-,-,0,0.00%,-,-,4.72,604.61
31/01/2023,Fino Payments bank Apps,0.11,751.00%,-,-,-,-,-,-,0.11,7.51
31/01/2023,GoIbibo,0.01,160.00%,-,-,-,-,-,-,0.01,1.6
31/01/2023,Google Pay,"2,782.42",44372501.00%,-,-,-,-,-,-,"2,782.42","443,725.01"
31/01/2023,Groww,0.19,15217.00%,-,-,-,-,-,-,0.19,152.17
31/01/2023,HDFC Bank Apps,12.3,332464.00%,-,-,0,16.00%,-,-,12.3,"3,324.81"
31/01/2023,HSBC Bank Apps,0.13,7554.00%,0.00%,4.00%,0,0.00%,-,-,0.13,75.58
31/01/2023,ICICI Bank Apps,32.96,895032.00%,527.00%,37642.00%,6.9,776141.00%,-,-,45.14,"17,088.16"
31/01/2023,IDBI Bank Apps,0.07,3081.00%,-,-,-,-,-,-,0.07,30.81
31/01/2023,IDFC Bank Apps,10.82,163562.00%,-,-,0.66,58658.00%,-,-,11.47,"2,222.20"
31/01/2023,India Post Payments Bank Apps,5.43,70737.00%,-,-,-,-,-,-,5.43,707.37
31/01/2023,Indian Bank Apps,0.26,7338.00%,-,-,-,-,-,-,0.26,73.38
31/01/2023,Indian Overseas Bank Apps,0.01,231.00%,-,-,-,-,-,-,0.01,2.31
31/01/2023,IndusInd Bank Apps,0.84,96209.00%,-,-,-,-,-,-,0.84,962.09
31/01/2023,Janata Sahakari Bank Apps,0.01,398.00%,-,-,-,-,-,-,0.01,3.98
31/01/2023,Jio Payments Bank Apps,1.59,10884.00%,-,-,-,-,-,-,1.59,108.84
31/01/2023,Jupiter,2.49,32388.00%,-,-,-,-,-,-,2.49,323.88
31/01/2023,Karnataka Bank Apps,0.4,8581.00%,-,-,-,-,-,-,0.4,85.81
31/01/2023,Karur Vysya Bank Apps,0.04,1527.00%,-,-,-,-,-,-,0.04,15.27
31/01/2023,Kotak Mahindra Bank Apps,12.14,261259.00%,-,-,0,1.00%,-,-,12.14,"2,612.60"
31/01/2023,MakeMyTrip,0.08,3559.00%,-,-,-,-,-,-,0.08,35.59
31/01/2023,Mobikwik,3.49,78548.00%,-,-,-,-,-,-,3.49,785.48
31/01/2023,NSDL Payments Bank Apps,0.02,300.00%,-,-,-,-,-,-,0.02,3
31/01/2023,Paytm Payments Bank App,"1,076.75",11964731.00%,775.00%,1810.00%,0.46,63822.00%,105.94,"19,369.36","1,190.89","139,673.00"
28/02/2023,Airtel Payments Bank Apps,8.71,73035.00%,-,-,0,1.00%,0,0.09,8.71,730.45
28/02/2023,Allahabad Bank Apps,0.03,847.00%,-,-,-,-,-,-,0.03,8.47
28/02/2023,Amazon Pay,47.8,498182.00%,-,-,-,-,-,-,47.8,"4,981.82"
28/02/2023,AU Small Finance Bank Apps,0.55,16507.00%,-,-,-,-,-,-,0.55,165.07
28/02/2023,Axis Bank Apps,7.74,135253.00%,4419.00%,5861.00%,0.03,282.00%,-,-,51.95,"1,413.95"
28/02/2023,Bajaj Finserv,5.44,88275.00%,-,-,-,-,-,-,5.44,882.75
28/02/2023,Bandhan Bank Apps,0.01,171.00%,-,-,-,-,-,-,0.01,1.71
28/02/2023,Bank of Baroda Apps,1.14,40818.00%,-,-,0,115.00%,-,-,1.14,409.33
28/02/2023,Bank of India Apps,0.24,6869.00%,0.00%,0.00%,-,-,-,-,0.24,68.69
28/02/2023,Bank of Maharashtra Apps,0.07,1902.00%,-,-,-,-,-,-,0.07,19.02
28/02/2023,BHIM,23.21,715837.00%,-,-,-,-,-,-,23.21,"7,158.37"
28/02/2023,Bajaj Finserv,0.01,343.00%,-,-,-,-,-,-,0.01,3.43
28/02/2023,Canara Bank Apps,1.09,28423.00%,-,-,-,-,-,-,1.09,284.23
28/02/2023,Central Bank of India Apps,0.32,7205.00%,-,-,0,10.00%,-,-,0.32,72.15
28/02/2023,Citi Bank Apps,0.08,5937.00%,-,-,0,0.00%,-,-,0.08,59.37
28/02/2023,City Union Bank Apps,0.06,1594.00%,-,-,-,-,-,-,0.06,15.94
28/02/2023,Cointab,0.04,1640.00%,-,-,-,-,-,-,0.04,16.4
28/02/2023,Cred,36.57,1790220.00%,-,-,-,-,-,-,36.57,"17,902.20"
28/02/2023,DBS Digibank Apps,0.39,16151.00%,-,-,-,-,-,-,0.39,161.51
28/02/2023,Deutsche Bank Apps,1.31,11245.00%,-,-,0.01,590.00%,-,-,1.32,118.35
28/02/2023,Transerv,0.02,313.00%,-,-,-,-,-,-,0.02,3.13
28/02/2023,Dhanlaxmi Bank Apps,0.01,267.00%,-,-,-,-,-,-,0.01,2.67
28/02/2023,Equitas Small Finance Bank Apps,0.02,1141.00%,-,-,-,-,-,-,0.02,11.41
28/02/2023,EROUTE,0.17,608.00%,-,-,-,-,-,-,0.17,6.08
28/02/2023,FamPay PPI,1.6,2173.00%,-,-,-,-,-,-,1.6,21.73
28/02/2023,Fave,0.11,708.00%,-,-,-,-,-,-,0.11,7.08
28/02/2023,Federal Bank Apps,4.76,59097.00%,-,-,0,0.00%,-,-,4.76,590.97
28/02/2023,Fino Payments bank Apps,0.1,650.00%,-,-,-,-,-,-,0.1,6.5
28/02/2023,Google Pay,"2,639.55",42444248.00%,-,-,-,-,-,-,"2,639.55","424,442.48"
28/02/2023,Groww,0.21,15890.00%,-,-,-,-,-,-,0.21,158.9
28/02/2023,HDFC Bank Apps,11.87,311603.00%,-,-,0,14.00%,-,-,11.87,"3,116.17"
28/02/2023,HSBC Bank Apps,0.12,7302.00%,0.00%,2.00%,0,0.00%,-,-,0.12,73.04
28/02/2023,ICICI Bank Apps,28.99,805444.00%,568.00%,39060.00%,5.84,638636.00%,-,-,40.52,"14,831.40"
28/02/2023,IDBI Bank Apps,0.07,2925.00%,-,-,-,-,-,-,0.07,29.25
28/02/2023,IDFC Bank Apps,21.31,217607.00%,-,-,0.98,86814.00%,-,-,22.28,"3,044.21"
28/02/2023,India Post Payments Bank Apps,4.05,60949.00%,-,-,-,-,-,-,4.05,609.49
28/02/2023,Indian Bank Apps,0.24,6844.00%,-,-,0,13.00%,-,-,0.24,68.57
28/02/2023,Indian Overseas Bank Apps,0.01,231.00%,-,-,-,-,-,-,0.01,2.31
